'(32, 39, [25], 2)' 2
'(27, 34, [25], 2)' 2
'(12, 26, [42], 2)' 2
'(6, 7, [38], 1)' 1
'(21, 36, [39], 1)' 1
'(28, 17, [30], 2)' 2
'(40, 15, [5], 2)' 2
'(24, 33, [7], 1)' 1
'(6, 21, [34], 1)' 1
'(15, 13, [20], 2)' 2
'(25, 31, [20], 2)' 2
'(7, 9, [12], 2)' 2
'(9, 23, [30], 2)' 2
'(3, 8, [12], 2)' 2
'(26, 29, [5], 2)' 2
'(0, 9, [31], 2)' 2
'(32, 24, [21], 2)' 2
'(7, 17, [29], 2)' 2
'(17, 38, [11], 1)' 1
'(2, 3, [23], 2)' 1
'(16, 15, [42], 2)' 1
'(41, 35, [27], 2)' 2
'(13, 30, [32], 2)' 2
'(39, 42, [35], 2)' 2
'(11, 18, [30], 2)' 2
'(36, 41, [42], 1)' 1
'(21, 18, [42], 2)' 2
'(2, 17, [32], 2)' 2
'(10, 40, [5], 1)' 1
'(18, 38, [13], 1)' 1
'(9, 13, [25], 2)' 2
'(2, 36, [0], 2)' 2
'(10, 26, [0], 1)' 1
'(0, 19, [25], 2)' 2
'(11, 12, [25], 1)' 1
'(5, 18, [37], 1)' 1
'(17, 26, [4], 1)' 1
'(14, 15, [11], 2)' 1
'(22, 39, [8], 2)' 2
'(32, 15, [9], 2)' 2
'(4, 31, [36], 1)' 1
'(14, 36, [39], 2)' 2
'(19, 31, [5], 2)' 2
'(14, 11, [19], 2)' 2
'(26, 32, [6], 2)' 2
'(26, 35, [14], 2)' 2
'(27, 43, [15], 1)' 1
'(31, 22, [7], 2)' 2
'(26, 32, [24], 2)' 2
'(24, 8, [34], 2)' 2
'(24, 20, [10], 2)' 2
'(5, 3, [9], 2)' 2
'(13, 16, [9], 2)' 2
'(16, 10, [5], 2)' 2
'(9, 43, [5], 1)' 1
'(8, 9, [23], 1)' 1
'(4, 35, [41], 1)' 1
'(5, 35, [2], 1)' 1
'(2, 9, [37], 1)' 1
'(24, 15, [31], 2)' 2
'(20, 13, [37], 2)' 2
'(28, 20, [43], 2)' 2
'(30, 43, [5], 2)' 2
'(22, 15, [2], 2)' 2
'(16, 30, [12], 1)' 1
'(26, 8, [31], 2)' 2
'(27, 39, [12], 1)' 1
'(21, 39, [15], 1)' 1
'(20, 19, [4], 2)' 1
'(9, 2, [37], 2)' 2
'(24, 30, [18], 1)' 1
'(39, 35, [9], 2)' 2
'(18, 20, [28], 1)' 1
'(17, 20, [32], 2)' 2
'(3, 14, [21], 1)' 1
'(15, 4, [22], 2)' 2
'(15, 42, [6], 1)' 1
'(30, 28, [33], 2)' 2
'(14, 17, [18], 2)' 2
'(34, 38, [20], 1)' 1
'(19, 20, [10], 1)' 1
'(28, 39, [43], 1)' 1
'(34, 35, [32], 2)' 1
'(7, 8, [22], 1)' 1
'(27, 25, [19], 2)' 2
'(29, 22, [20], 2)' 2
'(17, 8, [42], 2)' 2
'(13, 33, [12], 1)' 1
'(10, 17, [26], 1)' 1
'(4, 10, [25], 2)' 2
'(7, 33, [42], 1)' 1
'(3, 32, [36], 1)' 1
'(32, 10, [34], 2)' 2
'(40, 20, [14], 2)' 2
'(8, 18, [5], 2)' 2
'(42, 41, [22], 2)' 1
'(18, 19, [14], 2)' 1
'(26, 34, [22], 2)' 2
'(11, 14, [38], 1)' 1
'(5, 12, [17], 1)' 1
'(17, 22, [7], 1)' 1
'(8, 30, [39], 1)' 1
'(15, 43, [11], 2)' 2
'(25, 40, [15], 2)' 2
'(39, 25, [41], 2)' 2
'(37, 31, [5], 2)' 2
'(3, 1, [7], 2)' 2
'(13, 15, [28], 1)' 1
'(30, 35, [14], 2)' 2
'(12, 16, [31], 1)' 1
'(2, 40, [0], 2)' 2
'(1, 28, [32], 1)' 1
'(43, 32, [28], 2)' 2
'(30, 39, [7], 1)' 1
'(5, 29, [30], 1)' 1
'(13, 22, [7], 2)' 2
'(4, 23, [30], 1)' 1
'(40, 32, [12], 2)' 2
'(13, 18, [12], 1)' 1
'(20, 12, [8], 2)' 2
'(17, 34, [2], 1)' 1
'(17, 39, [43], 2)' 2
'(23, 29, [4], 1)' 1
'(28, 11, [33], 2)' 2
'(8, 21, [43], 1)' 1
'(18, 28, [33], 2)' 2
'(1, 3, [11], 2)' 2
'(14, 20, [29], 1)' 1
'(38, 34, [33], 2)' 2
'(42, 18, [1], 2)' 2
'(4, 18, [34], 1)' 1
'(25, 14, [29], 2)' 2
'(3, 10, [41], 2)' 2
'(3, 24, [31], 1)' 1
'(3, 10, [1], 2)' 2
'(22, 32, [42], 1)' 1
'(24, 21, [13], 2)' 2
'(32, 21, [42], 2)' 2
'(14, 16, [37], 1)' 1
'(5, 28, [31], 2)' 2
'(5, 16, [27], 1)' 1
'(29, 40, [2], 2)' 2
'(18, 25, [28], 1)' 1
'(14, 38, [6], 1)' 1
'(15, 25, [42], 2)' 2
'(20, 28, [36], 2)' 2
'(40, 39, [27], 2)' 1
'(1, 31, [36], 1)' 1
'(26, 28, [42], 1)' 1
'(9, 11, [17], 2)' 2
'(43, 18, [11], 2)' 2
'(8, 0, [23], 2)' 2
'(2, 14, [17], 1)' 1
'(0, 11, [18], 2)' 2
'(12, 9, [35], 2)' 2
'(3, 4, [19], 2)' 1
'(2, 10, [17], 2)' 2
'(2, 27, [30], 2)' 2
'(1, 9, [31], 2)' 2
'(12, 17, [8], 1)' 1
'(3, 29, [41], 1)' 1
'(8, 40, [5], 2)' 2
'(1, 5, [31], 1)' 1
'(26, 21, [43], 2)' 2
'(11, 39, [4], 1)' 1
'(29, 24, [40], 2)' 2
'(36, 24, [23], 2)' 2
'(6, 9, [17], 1)' 1
'(15, 31, [43], 1)' 1
'(12, 24, [30], 2)' 2
'(41, 26, [9], 2)' 2
'(31, 19, [32], 2)' 2
'(3, 21, [40], 2)' 2
'(42, 24, [43], 2)' 2
'(30, 26, [37], 2)' 2
'(36, 19, [18], 2)' 2
'(17, 4, [18], 2)' 2
'(12, 21, [7], 1)' 1
'(26, 21, [0], 2)' 2
'(17, 30, [42], 2)' 2
'(19, 21, [17], 1)' 1
'(29, 28, [20], 2)' 1
'(38, 13, [7], 2)' 2
'(38, 32, [5], 2)' 2
'(27, 8, [38], 2)' 2
'(33, 36, [4], 2)' 2
'(31, 20, [8], 2)' 2
'(18, 10, [27], 2)' 2
'(32, 34, [20], 2)' 2
'(38, 22, [13], 2)' 2
'(21, 2, [31], 2)' 2
'(18, 34, [3], 2)' 2
'(1, 12, [32], 1)' 1
'(35, 12, [4], 2)' 2
'(14, 30, [0], 2)' 2
'(22, 0, [38], 2)' 2
'(11, 20, [25], 1)' 1
'(28, 34, [43], 1)' 1
'(21, 31, [40], 1)' 1
'(9, 2, [35], 2)' 2
'(10, 8, [26], 2)' 2
'(7, 25, [26], 2)' 2
'(20, 24, [16], 1)' 1
'(19, 24, [29], 1)' 1
'(1, 17, [37], 2)' 2
'(26, 42, [24], 2)' 2
'(39, 38, [19], 2)' 1
'(7, 32, [38], 1)' 1
'(34, 26, [10], 2)' 2
'(15, 36, [8], 1)' 1
'(17, 0, [34], 2)' 2
'(20, 39, [10], 2)' 2
'(10, 37, [41], 1)' 1
'(15, 41, [14], 2)' 2
'(4, 18, [19], 2)' 2
'(25, 15, [1], 2)' 2
'(26, 4, [27], 2)' 2
'(20, 30, [33], 1)' 1
'(14, 28, [32], 1)' 1
'(22, 43, [21], 2)' 2
'(2, 12, [14], 2)' 2
'(23, 15, [40], 2)' 2
'(18, 20, [10], 1)' 1
'(9, 1, [21], 2)' 2
'(23, 25, [2], 2)' 2
'(8, 9, [1], 2)' 1
'(5, 8, [1], 1)' 1
'(4, 10, [40], 1)' 1
'(43, 36, [29], 2)' 2
'(14, 38, [43], 1)' 1
'(23, 30, [3], 1)' 1
'(34, 19, [12], 2)' 2
'(14, 23, [28], 1)' 1
'(0, 3, [37], 2)' 2
'(4, 17, [39], 2)' 2
'(12, 34, [36], 2)' 2
'(20, 35, [43], 1)' 1
'(19, 25, [5], 2)' 2
'(2, 24, [29], 2)' 2
'(29, 16, [43], 2)' 2
'(27, 18, [13], 2)' 2
'(30, 38, [41], 1)' 1
'(35, 26, [17], 2)' 2
'(25, 33, [21], 1)' 1
'(6, 16, [32], 2)' 2
'(20, 24, [12], 1)' 1
'(1, 24, [26], 1)' 1
'(26, 34, [10], 2)' 2
'(19, 38, [11], 2)' 2
'(22, 16, [2], 2)' 2
'(23, 40, [6], 1)' 1
'(20, 28, [16], 2)' 2
'(30, 36, [42], 1)' 1
'(33, 39, [5], 1)' 1
'(37, 31, [28], 2)' 2
'(21, 10, [34], 2)' 2
'(32, 36, [11], 1)' 1
'(8, 37, [5], 1)' 1
'(10, 22, [0], 1)' 1
'(34, 43, [22], 2)' 2
'(11, 15, [41], 2)' 2
'(27, 34, [21], 1)' 1
'(4, 22, [23], 2)' 2
'(34, 35, [4], 2)' 1
'(14, 42, [1], 2)' 2
'(31, 38, [20], 1)' 1
'(34, 32, [30], 2)' 2
'(23, 30, [14], 1)' 1
'(32, 20, [3], 2)' 2
'(13, 24, [29], 1)' 1
'(37, 12, [39], 2)' 2
'(20, 26, [19], 2)' 2
'(14, 9, [22], 2)' 2
'(10, 22, [42], 2)' 2
'(30, 36, [41], 1)' 1
'(6, 42, [1], 1)' 1
'(0, 8, [20], 1)' 1
'(37, 43, [19], 1)' 1
'(15, 37, [39], 2)' 2
'(11, 35, [8], 1)' 1
'(13, 16, [24], 1)' 1
'(26, 31, [2], 1)' 1
'(23, 32, [15], 1)' 1
'(21, 6, [25], 2)' 2
'(36, 35, [25], 2)' 1
'(33, 32, [9], 2)' 1
'(9, 11, [3], 1)' 1
'(21, 33, [10], 2)' 2
'(17, 35, [4], 1)' 1
'(35, 38, [19], 2)' 2
'(30, 43, [22], 2)' 2
'(3, 14, [22], 1)' 1
'(35, 20, [18], 2)' 2
'(26, 20, [35], 2)' 2
'(24, 39, [10], 1)' 1
'(4, 27, [42], 2)' 2
'(10, 9, [15], 2)' 1
'(14, 29, [41], 1)' 1
'(6, 19, [40], 1)' 1
'(19, 21, [3], 1)' 1
'(19, 20, [35], 1)' 1
'(33, 2, [43], 2)' 2
'(19, 32, [40], 2)' 2
'(26, 32, [35], 1)' 1
'(4, 5, [18], 1)' 1
'(16, 37, [11], 2)' 2
'(15, 19, [26], 1)' 1
'(36, 35, [14], 2)' 1
'(27, 38, [12], 1)' 1
'(26, 33, [19], 1)' 1
'(26, 30, [19], 1)' 1
'(38, 27, [13], 2)' 2
'(25, 17, [12], 2)' 2
'(34, 41, [23], 2)' 2
'(7, 33, [2], 1)' 1
'(22, 23, [15], 2)' 1
'(22, 37, [0], 2)' 2
'(31, 35, [27], 2)' 2
'(6, 2, [40], 2)' 2
'(19, 2, [26], 2)' 2
'(1, 19, [32], 2)' 2
'(26, 15, [14], 2)' 2
'(11, 26, [7], 1)' 1
'(35, 42, [1], 2)' 2
'(23, 18, [5], 2)' 2
'(13, 23, [25], 2)' 2
'(20, 32, [0], 1)' 1
'(29, 3, [38], 2)' 2
'(23, 7, [26], 2)' 2
'(25, 35, [7], 2)' 2
'(2, 10, [20], 2)' 2
'(35, 6, [40], 2)' 2
'(7, 40, [42], 1)' 1
'(18, 17, [14], 2)' 1
'(37, 42, [26], 2)' 2
'(28, 29, [2], 1)' 1
'(9, 29, [36], 1)' 1
'(4, 23, [25], 2)' 2
'(9, 14, [36], 1)' 1
'(33, 32, [21], 2)' 1
'(7, 34, [43], 1)' 1
'(30, 34, [22], 1)' 1
'(18, 17, [25], 2)' 1
'(18, 31, [40], 2)' 2
'(25, 43, [16], 2)' 2
'(20, 25, [40], 1)' 1
'(11, 24, [34], 2)' 2
'(19, 1, [40], 2)' 2
'(12, 21, [30], 1)' 1
'(31, 29, [42], 2)' 2
'(8, 9, [43], 2)' 1
'(3, 20, [40], 2)' 2
'(1, 20, [35], 1)' 1
'(34, 24, [10], 2)' 2
'(4, 5, [8], 1)' 1
'(25, 3, [28], 2)' 2
'(21, 8, [3], 2)' 2
'(3, 18, [20], 2)' 2
'(11, 33, [6], 2)' 2
'(33, 25, [6], 2)' 2
'(33, 40, [1], 2)' 2
'(2, 17, [28], 1)' 1
'(3, 6, [36], 1)' 1
'(2, 11, [20], 2)' 2
'(13, 12, [8], 2)' 1
'(13, 16, [41], 2)' 2
'(22, 28, [43], 2)' 2
'(2, 5, [13], 2)' 2
'(9, 12, [6], 2)' 2
'(42, 24, [19], 2)' 2
'(16, 13, [15], 3)' 1
'(26, 29, [41], 2)' 2
'(21, 43, [14], 2)' 2
'(41, 42, [22], 1)' 1
'(20, 26, [18], 2)' 2
'(0, 21, [42], 2)' 2
'(21, 39, [9], 1)' 1
'(18, 26, [6], 2)' 2
'(37, 38, [39], 1)' 1
'(31, 34, [0], 1)' 1
'(1, 31, [32], 1)' 1
'(16, 28, [30], 2)' 2
'(27, 24, [14], 2)' 2
'(16, 34, [2], 1)' 1
'(12, 24, [33], 2)' 2
'(31, 33, [25], 1)' 1
'(19, 39, [14], 2)' 2
'(9, 41, [4], 2)' 2
'(0, 1, [5], 2)' 1
'(23, 5, [29], 2)' 2
'(29, 31, [16], 1)' 1
'(24, 1, [37], 2)' 2
'(16, 43, [12], 1)' 1
'(3, 6, [40], 1)' 1
'(30, 24, [1], 2)' 2
'(20, 35, [12], 1)' 1
'(24, 20, [19], 2)' 2
'(8, 42, [1], 1)' 1
'(31, 38, [18], 1)' 1
'(19, 23, [2], 1)' 1
'(4, 27, [34], 1)' 1
'(11, 18, [9], 2)' 2
'(8, 10, [37], 1)' 1
'(15, 29, [12], 2)' 2
'(3, 31, [42], 2)' 2
'(32, 15, [43], 2)' 2
'(12, 8, [21], 2)' 2
'(22, 18, [8], 2)' 2
'(10, 22, [43], 1)' 1
'(32, 0, [37], 2)' 2
'(22, 31, [8], 2)' 2
'(30, 31, [12], 2)' 1
'(9, 33, [41], 2)' 2
'(6, 13, [27], 1)' 1
'(1, 15, [40], 1)' 1
'(41, 42, [25], 1)' 1
'(23, 31, [0], 2)' 2
'(20, 42, [9], 1)' 1
'(30, 31, [42], 2)' 1
'(27, 0, [35], 2)' 2
'(18, 20, [2], 1)' 1
'(36, 20, [37], 2)' 2
'(36, 25, [7], 2)' 2
'(6, 32, [4], 2)' 2
'(5, 28, [3], 2)' 2
'(7, 18, [29], 2)' 2
'(25, 26, [10], 1)' 1
'(27, 23, [7], 2)' 2
'(27, 37, [40], 2)' 2
'(43, 25, [18], 2)' 2
'(16, 24, [38], 2)' 2
'(43, 23, [4], 2)' 2
'(3, 19, [30], 1)' 1
'(39, 27, [13], 2)' 2
'(16, 3, [17], 2)' 2
'(6, 23, [2], 2)' 2
'(33, 38, [27], 2)' 2
'(29, 15, [13], 2)' 2
'(26, 0, [29], 2)' 2
'(28, 42, [4], 1)' 1
'(8, 40, [1], 2)' 2
'(18, 34, [8], 2)' 2
'(26, 38, [25], 2)' 2
'(9, 19, [4], 1)' 1
'(23, 32, [11], 2)' 2
'(26, 31, [6], 2)' 2
'(13, 43, [6], 2)' 2
'(28, 36, [41], 1)' 1
'(6, 10, [34], 1)' 1
'(16, 13, [37], 2)' 2
'(16, 35, [9], 2)' 2
'(27, 24, [9], 2)' 2
'(29, 12, [41], 2)' 2
'(23, 9, [32], 2)' 2
'(10, 32, [33], 1)' 1
'(25, 31, [5], 2)' 2
'(2, 13, [32], 1)' 1
'(9, 15, [39], 2)' 2
'(9, 27, [37], 1)' 1
'(23, 12, [39], 2)' 2
'(43, 27, [14], 2)' 2
'(24, 15, [3], 2)' 2
'(31, 29, [3], 2)' 2
'(4, 8, [17], 2)' 2
'(14, 32, [33], 2)' 2
'(5, 11, [19], 1)' 1
'(25, 30, [1], 2)' 2
'(30, 34, [4], 2)' 2
'(6, 30, [35], 2)' 2
'(15, 20, [3], 1)' 1
'(35, 34, [18], 2)' 1
'(32, 31, [41], 2)' 1
'(6, 3, [20], 2)' 2
'(9, 26, [4], 1)' 1
'(14, 6, [32], 2)' 2
'(39, 35, [5], 2)' 2
'(42, 26, [0], 2)' 2
'(17, 32, [13], 1)' 1
'(30, 43, [3], 2)' 2
'(8, 25, [7], 1)' 1
'(9, 6, [25], 2)' 2
'(3, 18, [19], 2)' 2
'(16, 24, [7], 1)' 1
'(37, 28, [16], 2)' 2
'(0, 6, [36], 2)' 2
'(3, 29, [37], 2)' 2
'(26, 34, [42], 2)' 2
'(14, 6, [43], 2)' 2
'(20, 34, [19], 2)' 2
'(25, 6, [43], 2)' 2
'(21, 38, [4], 1)' 1
'(5, 19, [34], 2)' 2
'(3, 29, [41], 2)' 2
'(24, 18, [34], 2)' 2
'(10, 30, [41], 1)' 1
'(23, 13, [7], 2)' 2
'(3, 35, [2], 1)' 1
'(34, 42, [29], 2)' 2
'(7, 27, [30], 2)' 2
'(22, 19, [34], 2)' 2
'(23, 40, [5], 1)' 1
'(27, 25, [24], 2)' 2
'(34, 23, [10], 2)' 2
'(2, 32, [42], 2)' 2
'(30, 40, [0], 2)' 2
'(8, 7, [35], 2)' 1
'(19, 8, [0], 2)' 2
'(29, 41, [20], 2)' 2
'(15, 34, [41], 1)' 1
'(19, 22, [29], 1)' 1
'(9, 18, [1], 2)' 2
'(18, 16, [43], 2)' 2
'(22, 9, [40], 2)' 2
'(23, 43, [15], 1)' 1
'(40, 16, [5], 2)' 2
'(2, 33, [40], 2)' 2
'(22, 23, [1], 1)' 1
'(27, 32, [12], 1)' 1
'(15, 34, [2], 1)' 1
'(1, 7, [31], 2)' 2
'(25, 33, [24], 2)' 2
'(33, 27, [38], 2)' 2
'(7, 5, [8], 2)' 2
'(34, 20, [13], 2)' 2
'(19, 4, [26], 2)' 2
'(33, 21, [19], 2)' 2
'(39, 29, [42], 2)' 2
'(24, 6, [1], 2)' 2
'(26, 37, [12], 2)' 2
'(36, 9, [43], 2)' 2
'(38, 27, [19], 2)' 2
'(13, 26, [3], 1)' 1
'(26, 18, [2], 2)' 2
'(33, 38, [1], 2)' 2
'(0, 5, [21], 2)' 2
'(22, 21, [37], 2)' 1
'(10, 11, [19], 1)' 1
'(23, 28, [42], 1)' 1
'(32, 22, [34], 2)' 2
'(40, 7, [2], 2)' 2
'(37, 41, [10], 1)' 1
'(41, 43, [38], 1)' 1
'(13, 14, [3], 2)' 1
'(11, 24, [29], 1)' 1
'(21, 42, [0], 1)' 1
'(25, 9, [42], 2)' 2
'(26, 28, [30], 2)' 2
'(26, 38, [1], 1)' 1
'(41, 32, [28], 2)' 2
'(7, 31, [43], 2)' 2
'(11, 18, [41], 2)' 2
'(18, 32, [39], 1)' 1
'(32, 8, [2], 2)' 2
'(26, 21, [15], 2)' 2
'(0, 1, [39], 1)' 1
'(35, 16, [42], 2)' 2
'(32, 6, [42], 2)' 2
'(34, 39, [41], 2)' 2
'(5, 9, [36], 1)' 1
'(1, 17, [33], 2)' 2
'(30, 1, [43], 2)' 2
'(0, 4, [30], 1)' 1
'(30, 39, [13], 2)' 2
'(40, 27, [16], 2)' 2
'(7, 14, [31], 1)' 1
'(27, 37, [26], 1)' 1
'(22, 5, [42], 2)' 2
'(32, 42, [6], 1)' 1
'(40, 25, [13], 2)' 2
'(23, 27, [15], 1)' 1
'(16, 35, [37], 1)' 1
'(34, 20, [17], 2)' 2
'(34, 10, [7], 2)' 2
'(10, 30, [35], 1)' 1
'(9, 14, [41], 2)' 2
'(28, 35, [25], 1)' 1
'(43, 11, [3], 2)' 2
'(2, 1, [34], 2)' 1
'(4, 2, [26], 2)' 2
'(23, 27, [20], 2)' 2
'(26, 13, [11], 2)' 2
'(1, 22, [42], 2)' 2
'(8, 12, [19], 1)' 1
'(6, 14, [1], 2)' 2
'(7, 11, [27], 1)' 1
'(42, 30, [1], 2)' 2
'(20, 16, [43], 2)' 2
'(35, 43, [4], 1)' 1
'(5, 13, [40], 2)' 2
'(20, 28, [25], 4)' 1
'(33, 36, [8], 2)' 2
'(11, 9, [16], 2)' 2
'(7, 20, [34], 1)' 1
'(24, 32, [37], 2)' 2
'(16, 28, [7], 1)' 1
'(4, 20, [32], 2)' 2
'(1, 24, [28], 2)' 2
'(0, 23, [25], 2)' 2
'(9, 12, [5], 2)' 2
'(0, 1, [41], 2)' 1
'(12, 29, [43], 1)' 1
'(36, 32, [31], 2)' 2
'(5, 15, [24], 1)' 1
'(27, 21, [18], 2)' 2
'(4, 13, [22], 1)' 1
'(32, 24, [12], 2)' 2
'(18, 7, [0], 2)' 2
'(43, 6, [0], 2)' 2
'(4, 8, [1], 1)' 1
'(11, 40, [42], 1)' 1
'(4, 8, [18], 2)' 2
'(19, 25, [14], 1)' 1
'(43, 28, [25], 2)' 2
'(9, 18, [24], 1)' 1
'(3, 0, [25], 2)' 2
'(12, 14, [27], 2)' 2
'(15, 24, [4], 1)' 1
'(41, 26, [11], 2)' 2
'(9, 32, [41], 1)' 1
'(16, 31, [33], 2)' 2
'(3, 25, [26], 1)' 1
'(11, 43, [8], 2)' 2
'(35, 31, [18], 2)' 2
'(10, 40, [0], 2)' 2
'(26, 3, [2], 2)' 2
'(32, 30, [37], 2)' 2
'(10, 34, [0], 2)' 2
'(38, 37, [18], 2)' 1
'(0, 31, [41], 1)' 1
'(21, 18, [28], 2)' 2
'(22, 23, [37], 2)' 1
'(33, 38, [41], 1)' 1
'(16, 37, [2], 1)' 1
'(0, 4, [34], 1)' 1
'(18, 41, [14], 2)' 2
'(27, 40, [0], 1)' 1
'(35, 23, [20], 2)' 2
'(15, 25, [35], 1)' 1
'(13, 27, [5], 2)' 2
'(9, 11, [5], 1)' 1
'(8, 37, [42], 1)' 1
'(24, 20, [29], 2)' 2
'(8, 43, [2], 1)' 1
'(4, 12, [38], 1)' 1
'(8, 32, [7], 1)' 1
'(23, 30, [38], 2)' 2
'(11, 42, [2], 1)' 1
'(31, 42, [3], 1)' 1
'(38, 32, [39], 2)' 2
'(29, 41, [17], 1)' 1
'(16, 11, [37], 2)' 2
'(33, 39, [29], 1)' 1
'(37, 31, [24], 2)' 2
'(39, 30, [43], 2)' 2
'(2, 17, [25], 2)' 2
'(40, 41, [10], 2)' 1
'(19, 5, [27], 2)' 2
'(38, 41, [0], 1)' 1
'(19, 22, [8], 1)' 1
'(24, 26, [34], 2)' 2
'(39, 43, [13], 1)' 1
'(17, 42, [43], 2)' 2
'(28, 36, [27], 2)' 2
'(26, 34, [38], 1)' 1
'(5, 32, [1], 2)' 2
'(19, 17, [5], 2)' 2
'(6, 28, [2], 1)' 1
'(2, 33, [43], 1)' 1
'(34, 35, [8], 2)' 1
'(34, 25, [12], 2)' 2
'(5, 6, [43], 2)' 1
'(22, 23, [29], 2)' 1
'(18, 41, [3], 1)' 1
'(8, 12, [26], 1)' 1
'(9, 38, [2], 2)' 2
'(19, 1, [27], 2)' 2
'(2, 0, [24], 2)' 2
'(27, 0, [34], 2)' 2
'(16, 34, [7], 2)' 2
'(33, 39, [43], 2)' 2
'(27, 7, [31], 2)' 2
'(13, 29, [3], 2)' 2
'(33, 9, [7], 2)' 2
'(21, 20, [27], 2)' 1
'(25, 21, [11], 2)' 2
'(0, 12, [33], 1)' 1
'(42, 37, [1], 2)' 2
'(41, 10, [8], 2)' 2
'(17, 21, [32], 2)' 2
'(19, 20, [39], 1)' 1
'(20, 28, [8], 2)' 2
'(30, 32, [8], 1)' 1
'(12, 22, [36], 1)' 1
'(28, 35, [43], 1)' 1
'(39, 10, [8], 2)' 2
'(9, 15, [27], 2)' 2
'(26, 40, [22], 2)' 2
'(10, 4, [23], 2)' 2
'(13, 37, [38], 1)' 1
'(22, 9, [2], 2)' 2
'(11, 6, [30], 2)' 2
'(20, 21, [32], 2)' 1
'(11, 19, [42], 1)' 1
'(11, 31, [36], 1)' 1
'(41, 21, [12], 2)' 2
'(3, 10, [13], 1)' 1
'(6, 7, [11], 1)' 1
'(12, 15, [5], 1)' 1
'(4, 7, [25], 1)' 1
'(20, 22, [40], 2)' 2
'(13, 21, [30], 2)' 2
'(33, 22, [12], 2)' 2
'(8, 27, [28], 2)' 2
'(15, 23, [25], 1)' 1
'(34, 38, [12], 2)' 2
'(2, 17, [39], 1)' 1
'(24, 15, [11], 2)' 2
'(22, 19, [42], 2)' 2
'(9, 15, [36], 1)' 1
'(27, 3, [29], 2)' 2
'(1, 7, [25], 2)' 2
'(31, 35, [3], 2)' 2
'(3, 9, [22], 1)' 1
'(32, 34, [37], 2)' 2
'(19, 25, [35], 2)' 2
'(6, 5, [38], 2)' 1
'(1, 18, [30], 2)' 2
'(0, 12, [37], 1)' 1
'(7, 9, [31], 1)' 1
'(35, 15, [6], 2)' 2
'(39, 36, [14], 2)' 2
'(29, 22, [21], 2)' 2
'(18, 20, [43], 2)' 2
'(3, 4, [17], 2)' 1
'(6, 4, [18], 2)' 2
'(38, 33, [40], 2)' 2
'(42, 29, [21], 2)' 2
'(32, 38, [14], 1)' 1
'(18, 40, [6], 2)' 2
'(5, 0, [14], 2)' 2
'(9, 7, [21], 2)' 2
'(20, 23, [0], 2)' 2
'(34, 27, [39], 2)' 2
'(5, 17, [35], 1)' 1
'(6, 18, [31], 1)' 1
'(27, 22, [11], 2)' 2
'(41, 35, [31], 2)' 2
'(15, 31, [13], 2)' 2
'(24, 33, [16], 2)' 2
'(32, 31, [23], 2)' 1
'(16, 7, [22], 2)' 2
'(33, 3, [43], 2)' 2
'(1, 30, [41], 1)' 1
'(25, 3, [30], 2)' 2
'(24, 39, [3], 1)' 1
'(27, 10, [9], 2)' 2
'(20, 21, [4], 1)' 1
'(16, 27, [39], 1)' 1
'(21, 40, [5], 1)' 1
'(25, 43, [8], 2)' 2
'(15, 31, [12], 1)' 1
'(33, 38, [2], 2)' 2
'(31, 26, [0], 2)' 2
'(22, 36, [37], 1)' 1
'(17, 14, [20], 2)' 2
'(29, 27, [17], 2)' 2
'(19, 43, [8], 1)' 1
'(3, 9, [40], 2)' 2
'(0, 8, [15], 2)' 2
'(25, 13, [11], 2)' 2
'(9, 18, [40], 2)' 2
'(16, 20, [24], 1)' 1
'(33, 30, [3], 2)' 2
'(6, 14, [15], 1)' 1
'(3, 24, [43], 1)' 1
'(26, 35, [15], 1)' 1
'(3, 8, [16], 2)' 2
'(18, 15, [31], 2)' 2
'(32, 33, [27], 2)' 1
'(14, 31, [42], 2)' 2
'(4, 12, [14], 2)' 2
'(35, 29, [8], 2)' 2
'(33, 25, [0], 2)' 2
'(12, 42, [7], 2)' 2
'(12, 16, [38], 2)' 2
'(12, 26, [32], 2)' 2
'(29, 35, [24], 2)' 2
'(3, 19, [27], 1)' 1
'(20, 8, [34], 2)' 2
'(17, 28, [32], 1)' 1
'(30, 25, [10], 2)' 2
'(31, 43, [12], 1)' 1
'(17, 6, [5], 2)' 2
'(31, 5, [35], 2)' 2
'(11, 22, [6], 1)' 1
'(29, 35, [7], 1)' 1
'(29, 16, [38], 2)' 2
'(26, 28, [21], 1)' 1
'(4, 0, [23], 2)' 2
'(27, 39, [16], 1)' 1
'(36, 42, [26], 2)' 2
'(35, 39, [7], 1)' 1
'(31, 32, [42], 1)' 1
'(11, 14, [18], 1)' 1
'(40, 39, None, 0)' 1
'(22, 0, [32], 2)' 2
'(20, 25, [43], 2)' 2
'(9, 11, [31], 1)' 1
'(38, 29, [24], 2)' 2
'(30, 39, [17], 1)' 1
'(22, 24, [28], 1)' 1
'(19, 23, [3], 2)' 2
'(32, 33, [17], 1)' 1
'(5, 12, [2], 2)' 2
'(10, 22, [42], 1)' 1
'(23, 6, [2], 2)' 2
'(14, 19, [42], 1)' 1
'(16, 22, [17], 3)' 1
'(18, 35, [14], 1)' 1
'(42, 11, [0], 2)' 2
'(22, 19, [43], 2)' 2
'(26, 27, [17], 1)' 1
'(26, 29, [40], 1)' 1
